age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,label
66,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Farming_fishing,Husband,White,Male,7,United_States,0
28,Private,10th,6,Never_married,Other_service,Unmarried,White,Female,15,United_States,0
26,Private,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Female,40,United_States,0
46,Private,Some_college,10,Married_civ_spouse,Transport_moving,Husband,White,Male,48,United_States,0
35,Private,HS_grad,9,Never_married,Machine_op_inspct,Own_child,White,Male,40,United_States,0
26,Self_emp_not_inc,HS_grad,9,Never_married,Farming_fishing,Own_child,White,Male,60,United_States,0
40,Private,HS_grad,9,Separated,Machine_op_inspct,Not_in_family,White,Female,40,United_States,0
31,Private,Some_college,10,Never_married,Exec_managerial,Not_in_family,White,Male,45,Honduras,0
52,Private,HS_grad,9,Widowed,Transport_moving,Not_in_family,White,Male,40,United_States,0
61,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Other_service,Husband,Black,Male,12,United_States,0
39,State_gov,11th,7,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
25,Private,HS_grad,9,Never_married,Other_service,Own_child,White,Female,40,United_States,0
47,Private,Bachelors,13,Married_civ_spouse,Tech_support,Husband,White,Male,48,United_States,0
33,Private,Bachelors,13,Married_civ_spouse,Machine_op_inspct,Husband,Other,Male,40,Ecuador,0
17,Private,11th,7,Never_married,Other_service,Own_child,White,Male,25,United_States,0
26,Private,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,45,United_States,0
25,Private,HS_grad,9,Never_married,Handlers_cleaners,Other_relative,White,Male,40,United_States,0
39,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,16,United_States,0
33,Private,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,45,United_States,1
46,Federal_gov,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,Black,Male,40,United_States,0
27,Private,Some_college,10,Separated,Adm_clerical,Unmarried,White,Female,20,United_States,0
48,Private,HS_grad,9,Married_civ_spouse,Prof_specialty,Husband,White,Male,40,United_States,1
29,Self_emp_not_inc,11th,7,Married_civ_spouse,Other_service,Wife,White,Female,5,United_States,0
40,Private,Bachelors,13,Never_married,Sales,Own_child,White,Male,40,United_States,0
24,Private,Bachelors,13,Never_married,Sales,Own_child,Black,Male,40,United_States,0
55,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,Other,Male,35,India,0
56,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
25,Private,Assoc_acdm,12,Never_married,Craft_repair,Not_in_family,White,Male,30,United_States,0
36,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,50,United_States,0
26,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,45,United_States,0
37,Private,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,44,United_States,1
36,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
23,Self_emp_not_inc,11th,7,Never_married,Craft_repair,Own_child,White,Male,50,Mexico,0
25,Private,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,60,United_States,0
36,State_gov,HS_grad,9,Divorced,Adm_clerical,Own_child,Black,Female,40,United_States,0
39,Self_emp_inc,Assoc_acdm,12,Married_civ_spouse,Sales,Husband,White,Male,48,United_States,1
35,Private,Assoc_voc,11,Never_married,Craft_repair,Own_child,Black,Male,40,United_States,0
33,Private,11th,7,Never_married,Handlers_cleaners,Own_child,Black,Male,40,United_States,0
31,Private,Some_college,10,Never_married,Craft_repair,Not_in_family,White,Male,46,United_States,0
49,Private,Some_college,10,Married_civ_spouse,Prof_specialty,Husband,White,Male,22,United_States,0
40,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,Asian_Pac_Islander,Male,60,Trinadad&Tobago,0
27,Private,Some_college,10,Widowed,Adm_clerical,Unmarried,White,Female,40,United_States,0
50,Self_emp_not_inc,Doctorate,16,Married_civ_spouse,Prof_specialty,Husband,White,Male,23,United_States,0
38,Private,12th,8,Never_married,Machine_op_inspct,Not_in_family,Black,Female,50,United_States,0
55,State_gov,Bachelors,13,Divorced,Exec_managerial,Unmarried,Black,Male,40,United_States,0
49,Self_emp_not_inc,7th_8th,4,Married_civ_spouse,Other_service,Husband,White,Male,70,Italy,0
40,Private,Bachelors,13,Married_spouse_absent,Other_service,Not_in_family,Other,Male,40,Mexico,0
42,Private,Assoc_voc,11,Divorced,Tech_support,Not_in_family,White,Female,30,United_States,0
51,Private,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,50,United_States,1
27,Private,Bachelors,13,Never_married,Adm_clerical,Own_child,Asian_Pac_Islander,Female,50,Laos,0
30,State_gov,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,40,United_States,1
40,Private,10th,6,Never_married,Other_service,Unmarried,Black,Female,40,United_States,0
43,Self_emp_not_inc,Bachelors,13,Separated,Craft_repair,Unmarried,White,Male,35,United_States,0
24,Private,HS_grad,9,Never_married,Other_service,Not_in_family,White,Female,40,United_States,0
38,Private,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,60,United_States,1
52,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
32,Private,Assoc_voc,11,Married_civ_spouse,Sales,Husband,White,Male,50,United_States,1
33,Private,Assoc_voc,11,Separated,Protective_serv,Not_in_family,White,Female,40,United_States,0
21,Private,HS_grad,9,Never_married,Machine_op_inspct,Own_child,White,Male,40,United_States,0
27,Private,Some_college,10,Never_married,Sales,Not_in_family,White,Male,50,United_States,0
31,Private,HS_grad,9,Divorced,Exec_managerial,Not_in_family,White,Male,50,United_States,0
29,Private,Masters,14,Married_civ_spouse,Prof_specialty,Wife,Asian_Pac_Islander,Female,40,Hong,1
49,Private,5th_6th,3,Married_civ_spouse,Other_service,Husband,White,Male,40,Greece,0
46,Private,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,50,Germany,1
37,Private,11th,7,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
56,Federal_gov,Bachelors,13,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,United_States,1
37,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
26,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,United_States,0
31,Private,Some_college,10,Never_married,Adm_clerical,Unmarried,Black,Female,35,United_States,0
36,Private,HS_grad,9,Married_civ_spouse,Other_service,Wife,Asian_Pac_Islander,Female,40,South,0
52,Private,10th,6,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,45,United_States,0
40,Private,Some_college,10,Divorced,Craft_repair,Not_in_family,White,Male,60,United_States,0
21,Private,HS_grad,9,Married_spouse_absent,Exec_managerial,Other_relative,White,Female,60,United_States,0
63,Private,10th,6,Separated,Machine_op_inspct,Not_in_family,Black,Male,40,United_States,0
30,Private,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,40,United_States,0
30,Private,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,20,Peru,0
50,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,60,United_States,0
41,Private,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,45,United_States,0
39,Self_emp_inc,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,60,United_States,1
23,Private,HS_grad,9,Separated,Machine_op_inspct,Unmarried,White,Female,48,United_States,0
52,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,Black,Male,40,United_States,0
46,Private,Assoc_voc,11,Divorced,Tech_support,Unmarried,Black,Female,40,United_States,0
26,Private,Some_college,10,Married_civ_spouse,Adm_clerical,Wife,White,Female,42,United_States,0
30,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
23,Private,Some_college,10,Divorced,Exec_managerial,Not_in_family,White,Male,50,United_States,0
21,State_gov,Some_college,10,Never_married,Adm_clerical,Own_child,Asian_Pac_Islander,Female,12,United_States,0
39,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,55,United_States,0
37,Local_gov,Assoc_voc,11,Married_civ_spouse,Protective_serv,Husband,Black,Male,40,United_States,0
38,Private,Some_college,10,Divorced,Adm_clerical,Unmarried,Black,Female,20,United_States,0
47,Private,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,60,United_States,0
20,Private,Some_college,10,Never_married,Other_service,Own_child,White,Male,35,United_States,0
35,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
62,State_gov,Bachelors,13,Divorced,Prof_specialty,Not_in_family,White,Male,40,United_States,1
32,Private,11th,7,Divorced,Other_service,Unmarried,White,Female,15,United_States,0
42,Self_emp_inc,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,60,United_States,1
32,Private,10th,6,Never_married,Craft_repair,Unmarried,White,Male,40,United_States,0
27,Private,Some_college,10,Never_married,Other_service,Own_child,Black,Female,30,United_States,0
53,Self_emp_inc,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,45,United_States,1
28,Self_emp_not_inc,5th_6th,3,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,25,Mexico,0
26,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,40,United_States,0
47,Private,Prof_school,15,Married_civ_spouse,Exec_managerial,Husband,White,Male,45,United_States,1
23,Private,Some_college,10,Never_married,Protective_serv,Own_child,Black,Female,40,United_States,0
70,Self_emp_inc,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,30,United_States,0
41,State_gov,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,Asian_Pac_Islander,Male,40,United_States,0
43,State_gov,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Male,45,United_States,0
40,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
64,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,45,United_States,1
40,Private,Some_college,10,Divorced,Exec_managerial,Not_in_family,White,Male,45,United_States,0
43,Private,Bachelors,13,Divorced,Exec_managerial,Not_in_family,White,Male,35,United_States,0
50,Federal_gov,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,48,United_States,0
32,Private,11th,7,Married_civ_spouse,Farming_fishing,Husband,White,Male,40,United_States,0
42,Private,11th,7,Divorced,Sales,Unmarried,White,Male,50,Mexico,0
41,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,1
30,Private,Some_college,10,Never_married,Exec_managerial,Not_in_family,White,Female,40,England,0
20,Private,Some_college,10,Never_married,Other_service,Own_child,White,Male,30,United_States,0
45,State_gov,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
42,Private,Doctorate,16,Married_civ_spouse,Prof_specialty,Husband,White,Male,50,United_States,1
24,Private,Assoc_acdm,12,Never_married,Machine_op_inspct,Own_child,White,Male,40,United_States,0
43,Private,Bachelors,13,Divorced,Sales,Not_in_family,White,Female,50,United_States,0
28,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,Black,Male,40,United_States,0
35,Private,HS_grad,9,Never_married,Machine_op_inspct,Not_in_family,White,Female,40,United_States,0
38,Federal_gov,HS_grad,9,Never_married,Adm_clerical,Unmarried,White,Female,40,United_States,0
32,Local_gov,Bachelors,13,Divorced,Prof_specialty,Unmarried,White,Female,35,United_States,0
50,State_gov,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,40,United_States,0
34,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,55,United_States,1
35,Private,HS_grad,9,Never_married,Other_service,Own_child,White,Male,40,United_States,0
30,Private,Masters,14,Never_married,Adm_clerical,Not_in_family,White,Female,40,France,0
61,State_gov,5th_6th,3,Married_civ_spouse,Transport_moving,Husband,White,Male,40,United_States,0
27,Private,Bachelors,13,Never_married,Adm_clerical,Own_child,White,Male,38,United_States,0
61,Private,HS_grad,9,Never_married,Machine_op_inspct,Not_in_family,Black,Female,40,United_States,0
18,Private,5th_6th,3,Never_married,Handlers_cleaners,Other_relative,White,Male,40,Mexico,0
31,Local_gov,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,40,United_States,1
31,Private,Bachelors,13,Divorced,Prof_specialty,Not_in_family,White,Male,60,United_States,0
20,Private,HS_grad,9,Never_married,Other_service,Not_in_family,Black,Female,40,United_States,0
35,Private,12th,8,Married_civ_spouse,Transport_moving,Husband,White,Male,40,United_States,0
51,Private,HS_grad,9,Never_married,Craft_repair,Not_in_family,Black,Male,40,United_States,0
43,Private,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,40,United_States,1
18,Private,11th,7,Never_married,Handlers_cleaners,Own_child,White,Male,20,United_States,0
59,Private,HS_grad,9,Widowed,Priv_house_serv,Not_in_family,White,Female,40,United_States,0
21,Private,HS_grad,9,Never_married,Other_service,Own_child,White,Female,40,United_States,0
22,Private,10th,6,Never_married,Other_service,Own_child,White,Female,40,United_States,0
60,Federal_gov,Some_college,10,Widowed,Exec_managerial,Not_in_family,White,Female,40,England,0
49,Federal_gov,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,1
21,Private,HS_grad,9,Never_married,Handlers_cleaners,Own_child,White,Female,40,United_States,0
61,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40,United_States,0
64,Private,5th_6th,3,Divorced,Craft_repair,Not_in_family,White,Male,40,United_States,0
63,Private,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,40,United_States,0
27,Federal_gov,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Female,40,United_States,0
23,Private,Bachelors,13,Never_married,Other_service,Own_child,Black,Female,30,United_States,0
41,State_gov,HS_grad,9,Divorced,Exec_managerial,Unmarried,White,Female,45,United_States,0
40,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Wife,White,Female,40,United_States,1
55,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
17,Private,10th,6,Never_married,Other_service,Own_child,White,Female,12,United_States,0
34,Self_emp_not_inc,Some_college,10,Never_married,Craft_repair,Not_in_family,White,Male,60,United_States,0
24,Private,Bachelors,13,Never_married,Adm_clerical,Own_child,White,Female,40,United_States,0
30,Private,Prof_school,15,Married_civ_spouse,Prof_specialty,Wife,White,Female,45,United_States,1
29,Private,Masters,14,Never_married,Exec_managerial,Not_in_family,Asian_Pac_Islander,Male,60,United_States,0
52,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
57,Federal_gov,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
38,Private,Bachelors,13,Never_married,Tech_support,Not_in_family,White,Female,45,United_States,0
43,Private,Masters,14,Divorced,Exec_managerial,Not_in_family,White,Female,50,United_States,1
61,Private,Some_college,10,Widowed,Adm_clerical,Other_relative,White,Female,40,United_States,0
38,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,65,United_States,1
51,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,40,United_States,1
40,Private,Bachelors,13,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,Mexico,0
41,Local_gov,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,United_States,1
19,Private,Some_college,10,Never_married,Other_service,Own_child,White,Female,20,United_States,0
28,Private,7th_8th,4,Married_civ_spouse,Farming_fishing,Husband,White,Male,40,Mexico,0
59,Private,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,40,United_States,0
32,State_gov,Bachelors,13,Never_married,Prof_specialty,Own_child,White,Female,40,United_States,0
31,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
30,Private,Assoc_acdm,12,Never_married,Machine_op_inspct,Not_in_family,White,Male,48,United_States,0
54,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,40,United_States,0
33,Private,Assoc_voc,11,Separated,Craft_repair,Not_in_family,White,Male,42,United_States,1
20,Private,Some_college,10,Never_married,Adm_clerical,Own_child,White,Female,10,United_States,0
32,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,48,United_States,0
35,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Wife,Black,Female,40,United_States,0
27,Private,11th,7,Never_married,Craft_repair,Not_in_family,White,Male,45,United_States,0
40,Private,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,46,United_States,1
34,Private,Assoc_voc,11,Married_civ_spouse,Sales,Husband,White,Male,40,United_States,0
34,Local_gov,Assoc_acdm,12,Married_civ_spouse,Prof_specialty,Husband,White,Male,40,United_States,1
38,Private,Some_college,10,Never_married,Craft_repair,Own_child,White,Female,25,United_States,0
28,Private,HS_grad,9,Married_civ_spouse,Other_service,Husband,Other,Male,40,United_States,0
65,Private,Some_college,10,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,27,United_States,0
61,Private,Some_college,10,Never_married,Tech_support,Own_child,White,Male,16,United_States,0
18,Private,11th,7,Never_married,Sales,Own_child,White,Female,25,United_States,0
35,Self_emp_inc,Bachelors,13,Married_civ_spouse,Sales,Own_child,White,Male,50,United_States,1
45,Private,Bachelors,13,Divorced,Exec_managerial,Unmarried,White,Female,40,United_States,0
25,Private,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,United_States,0
48,Private,Prof_school,15,Divorced,Sales,Not_in_family,White,Male,13,United_States,0
19,Private,Some_college,10,Never_married,Adm_clerical,Not_in_family,White,Female,40,United_States,0
43,Private,Bachelors,13,Never_married,Exec_managerial,Not_in_family,Black,Female,50,United_States,1
54,Private,Bachelors,13,Married_civ_spouse,Craft_repair,Husband,White,Male,45,United_States,1
47,Self_emp_not_inc,Bachelors,13,Divorced,Sales,Not_in_family,White,Male,50,United_States,0
25,Private,Assoc_voc,11,Never_married,Adm_clerical,Not_in_family,White,Female,40,United_States,0
30,Private,Assoc_acdm,12,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
35,Private,HS_grad,9,Divorced,Handlers_cleaners,Unmarried,White,Female,40,United_States,0
26,Private,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,18,United_States,0
61,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,40,United_States,0
54,Private,HS_grad,9,Divorced,Other_service,Unmarried,White,Male,32,United_States,0
50,Private,12th,8,Married_civ_spouse,Sales,Husband,Asian_Pac_Islander,Male,40,Cambodia,1
32,Private,9th,5,Separated,Machine_op_inspct,Unmarried,White,Female,40,Columbia,0
34,Private,HS_grad,9,Divorced,Machine_op_inspct,Not_in_family,White,Female,25,United_States,0
36,Private,HS_grad,9,Never_married,Other_service,Not_in_family,White,Male,40,United_States,0
50,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,1
28,Private,11th,7,Married_civ_spouse,Farming_fishing,Husband,White,Male,40,United_States,0
22,Private,HS_grad,9,Never_married,Other_service,Own_child,White,Female,19,United_States,0
58,Private,11th,7,Married_civ_spouse,Other_service,Husband,White,Male,20,United_States,0
27,Private,5th_6th,3,Never_married,Other_service,Not_in_family,White,Male,75,Mexico,0
62,Private,Bachelors,13,Married_civ_spouse,Tech_support,Husband,White,Male,38,United_States,0
36,Self_emp_inc,Bachelors,13,Never_married,Tech_support,Not_in_family,White,Male,55,United_States,1
21,Local_gov,Some_college,10,Never_married,Adm_clerical,Not_in_family,White,Female,4,United_States,0
41,Private,Masters,14,Married_civ_spouse,Prof_specialty,Wife,White,Female,45,England,0
28,Private,Some_college,10,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,45,United_States,0
33,Private,Bachelors,13,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,40,United_States,0
54,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,45,United_States,1
19,Private,Some_college,10,Never_married,Sales,Own_child,Amer_Indian_Eskimo,Female,25,United_States,0
76,Self_emp_not_inc,7th_8th,4,Never_married,Farming_fishing,Not_in_family,White,Male,30,United_States,0
34,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,United_States,1
40,Private,Bachelors,13,Never_married,Adm_clerical,Not_in_family,White,Female,40,United_States,0
22,Private,11th,7,Never_married,Sales,Unmarried,White,Female,30,United_States,0
17,Private,11th,7,Never_married,Handlers_cleaners,Own_child,White,Male,15,United_States,0
55,Private,Some_college,10,Divorced,Other_service,Not_in_family,White,Female,20,United_States,0
51,Local_gov,Some_college,10,Married_civ_spouse,Adm_clerical,Wife,White,Female,40,United_States,0
26,Private,5th_6th,3,Married_civ_spouse,Handlers_cleaners,Husband,Other,Male,40,Mexico,0
44,Private,Bachelors,13,Never_married,Other_service,Not_in_family,White,Male,48,United_States,0
54,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,40,United_States,1
34,Self_emp_not_inc,Assoc_acdm,12,Never_married,Craft_repair,Not_in_family,White,Male,40,United_States,0
42,Private,HS_grad,9,Divorced,Adm_clerical,Unmarried,White,Male,40,United_States,0
26,Private,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,70,United_States,0
39,Private,5th_6th,3,Married_civ_spouse,Other_service,Husband,Asian_Pac_Islander,Male,40,Philippines,0
34,Private,Bachelors,13,Never_married,Other_service,Not_in_family,White,Male,40,El_Salvador,0
59,Private,HS_grad,9,Divorced,Craft_repair,Not_in_family,White,Male,40,United_States,0
20,Private,HS_grad,9,Never_married,Other_service,Own_child,White,Male,50,United_States,0
34,Private,Some_college,10,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,45,United_States,1
51,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,20,United_States,0
34,Private,Some_college,10,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,40,United_States,1
47,Private,Bachelors,13,Separated,Prof_specialty,Unmarried,White,Female,50,United_States,0
30,Self_emp_not_inc,Assoc_voc,11,Divorced,Craft_repair,Not_in_family,White,Male,49,United_States,0
38,Private,HS_grad,9,Separated,Sales,Not_in_family,White,Male,60,United_States,0
45,Private,Bachelors,13,Married_civ_spouse,Prof_specialty,Wife,Asian_Pac_Islander,Female,40,Philippines,1
23,Private,Some_college,10,Never_married,Exec_managerial,Not_in_family,White,Female,35,United_States,0
34,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,48,United_States,1
22,Private,12th,8,Never_married,Handlers_cleaners,Not_in_family,White,Male,40,United_States,0
31,Private,HS_grad,9,Never_married,Craft_repair,Other_relative,White,Male,40,United_States,0
50,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
19,Private,1st_4th,2,Never_married,Handlers_cleaners,Other_relative,White,Male,52,Mexico,0
28,Private,Bachelors,13,Married_civ_spouse,Sales,Wife,Black,Female,45,United_States,1
23,Private,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,50,United_States,0
35,Private,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,40,United_States,0
28,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,40,United_States,0
27,Private,Some_college,10,Never_married,Adm_clerical,Own_child,White,Male,30,United_States,0
46,Self_emp_inc,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,55,United_States,0
27,Private,HS_grad,9,Divorced,Handlers_cleaners,Not_in_family,White,Male,40,United_States,0
25,Private,10th,6,Married_civ_spouse,Other_service,Wife,White,Female,40,United_States,0
34,Self_emp_inc,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,70,United_States,0
33,Private,HS_grad,9,Never_married,Machine_op_inspct,Unmarried,White,Male,40,United_States,0
36,Private,Some_college,10,Never_married,Craft_repair,Not_in_family,White,Female,40,United_States,0
30,Private,7th_8th,4,Married_civ_spouse,Craft_repair,Husband,White,Male,48,United_States,0
23,Private,Some_college,10,Married_civ_spouse,Sales,Wife,White,Female,47,United_States,0
36,Private,5th_6th,3,Married_spouse_absent,Craft_repair,Other_relative,White,Male,32,Mexico,0
29,Private,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Female,45,United_States,0
50,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Farming_fishing,Husband,White,Male,40,United_States,1
19,Private,12th,8,Never_married,Handlers_cleaners,Not_in_family,White,Male,40,United_States,0
52,Federal_gov,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40,United_States,1
20,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
22,Private,Assoc_voc,11,Never_married,Adm_clerical,Not_in_family,White,Female,40,United_States,0
34,Private,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,55,United_States,1
60,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,0
19,Private,11th,7,Never_married,Other_service,Not_in_family,Black,Male,40,United_States,0
59,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,20,United_States,0
36,Private,HS_grad,9,Never_married,Transport_moving,Other_relative,White,Male,50,United_States,0
25,Private,HS_grad,9,Never_married,Craft_repair,Own_child,White,Male,40,Cuba,0
49,Private,7th_8th,4,Divorced,Craft_repair,Not_in_family,White,Male,70,United_States,0
25,Self_emp_not_inc,HS_grad,9,Never_married,Other_service,Unmarried,White,Female,30,United_States,0
50,Private,11th,7,Divorced,Other_service,Unmarried,White,Female,40,United_States,0
44,Private,Assoc_acdm,12,Divorced,Prof_specialty,Not_in_family,White,Female,43,United_States,0
33,Private,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,20,United_States,0
40,Self_emp_inc,Bachelors,13,Separated,Craft_repair,Own_child,White,Male,50,United_States,0
56,Private,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,45,United_States,0
56,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,United_States,1
23,Private,Bachelors,13,Never_married,Prof_specialty,Own_child,White,Male,42,United_States,0
21,Private,Some_college,10,Never_married,Prof_specialty,Own_child,White,Female,10,United_States,0
67,Private,7th_8th,4,Married_civ_spouse,Craft_repair,Husband,White,Male,24,United_States,0
54,State_gov,Assoc_voc,11,Married_civ_spouse,Protective_serv,Husband,White,Male,40,United_States,0
50,Local_gov,HS_grad,9,Never_married,Other_service,Not_in_family,Black,Female,40,United_States,0
59,Private,7th_8th,4,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,40,United_States,0
51,Private,11th,7,Widowed,Handlers_cleaners,Unmarried,Black,Female,40,United_States,0
30,Private,HS_grad,9,Separated,Exec_managerial,Unmarried,White,Female,29,United_States,0
42,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,40,United_States,1
26,Private,Bachelors,13,Never_married,Sales,Not_in_family,White,Male,40,United_States,0
47,Private,Assoc_voc,11,Married_civ_spouse,Adm_clerical,Husband,White,Male,40,United_States,0
78,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,3,United_States,1
24,Self_emp_not_inc,HS_grad,9,Divorced,Craft_repair,Not_in_family,White,Male,50,United_States,0
27,Private,11th,7,Separated,Farming_fishing,Other_relative,White,Male,40,Puerto_Rico,0
51,Private,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,50,United_States,1
